Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.320423126220703,24.789792071440623,23.879972027478615,24.7786689089419,212818400
2015-01-05,23.635284423828125,24.169164129068307,23.4484274604303,24.08908208842444,257142000
2015-01-06,23.63750648498535,23.89777223644289,23.274912374186805,23.699792131779642,263188400
2015-01-07,23.968961715698242,24.069063429151587,23.735388788097783,23.846613668449052,160423600
2015-01-08,24.889909744262695,24.947747171551935,24.180294289050483,24.29819411699016,237458000
2015-01-09,24.91659927368164,25.192436513950497,24.51618900784212,25.06341523971809,214798000
2015-01-12,24.30263328552246,25.05451277070223,24.202531584719402,25.0478395502696,198603200
2015-01-13,24.51840591430664,25.092326540806972,24.226997353858184,24.78756984445063,268367600
2015-01-14,24.424985885620117,24.578475075748763,24.13580050030205,24.25592358202692,195826400
2015-01-15,23.762081146240234,24.482817828251918,23.726490070380766,24.46947138694922,240056000
2015-01-16,23.577449798583984,23.931145802676742,23.40171428294956,23.808797754717016,314053200
2015-01-20,24.184736251831055,24.240348687400143,23.690897552432435,23.988979392447472,199599600
2015-01-21,24.369373321533203,24.70527125695511,24.08463618635833,24.235902099949918,194303600
2015-01-22,25.003355026245117,25.018926442594392,24.40718956191167,24.52731264395913,215185600
2015-01-23,25.132375717163086,25.303661293012837,24.80982253293594,24.981109805942747,185859200
2015-01-26,25.15906524658203,25.439352394096968,25.09233134289731,25.30143294436429,222460000
2015-01-27,24.278162002563477,25.021144940628666,24.253692397895794,25.007796803528418,382274800
2015-01-28,25.650680541992188,26.27576550361316,25.650680541992188,26.166763902406935,585908400
2015-01-29,26.449277877807617,26.51378851448689,25.706294766705827,25.875357066377134,337745600
2015-01-30,26.062213897705078,26.693970382113093,25.99325332015124,26.33805111644964,334982000
2015-02-02,26.38921546936035,26.50933854820576,25.82196957705137,26.260195893258587,250956400
2015-02-03,26.393661499023438,26.491538228734484,26.162313570071944,26.360293699213326,207662800
2015-02-04,26.596094131469727,26.807422432641452,26.31803191715725,26.360297916823008,280598800
2015-02-05,26.785921096801758,26.850686325109223,26.631824460351066,26.80378601534649,168984800
2015-02-06,26.560359954833984,26.855152412118425,26.45316192316014,26.80378629814129,174826400
2015-02-09,26.736793518066406,26.76359175260287,26.44870056981302,26.475500508204682,155559200
2015-02-10,27.25044059753418,27.279474284093233,26.835052713303483,26.837284763150453,248034000
2015-02-11,27.889162063598633,27.89809537590141,27.35764276049682,27.41794048872167,294247200
2015-02-12,28.24201774597168,28.469812930001105,28.04325625033411,28.152686334663176,297898000
2015-02-13,28.38048553466797,28.42515039471504,28.061126844151374,28.42515039471504,217088800
2015-02-17,28.5479793548584,28.782474113637615,28.344750336735732,28.47204705336743,252609600
2015-02-18,28.746742248535156,28.760141365502836,28.4631151111148,28.503314165872993,179566800
2015-02-19,28.686443328857422,28.8159738080515,28.659645094441533,28.69314288746139,149449600
2015-02-20,28.92093849182129,28.92093849182129,28.59711399333912,28.724409016235786,195793600
2015-02-23,29.702579498291016,29.702579498291016,28.956665913703066,29.037064009555703,283896400
2015-02-24,29.517213821411133,29.83657411917759,29.293886181021207,29.689177058669994,276912400
2015-02-25,28.762367248535156,29.38992082288073,28.619437685343005,29.38098580834458,298846800
2015-02-26,29.12639045715332,29.226887213809082,28.275512692313526,28.762365312770456,365150000
2015-02-27,28.68867301940918,29.159894523514826,28.63954066105051,29.032596120210176,248059200
2015-03-02,28.829364776611328,29.09512521848601,28.65293743705681,28.865098017539392,192386800
2015-03-03,28.889673233032227,28.925406485139664,28.606046081958947,28.800343510474104,151265200
2015-03-04,28.70653533935547,28.934330502130326,28.657406390236957,28.831601688914912,126665200
2015-03-05,28.230854034423828,28.753440009760507,28.08569069554529,28.715474711488366,226068400
2015-03-06,28.273284912109375,28.89190185712468,28.19735431616849,28.67527372751503,291368400
2015-03-09,28.393882751464844,28.936570817459412,27.929360741103665,28.57701139156905,354114000
2015-03-10,27.80653190612793,28.41174975782724,27.647969446430036,28.2308548693003,275426400
2015-03-11,27.299575805664062,27.864594577511763,27.27054381992919,27.860128773496793,275756000
2015-03-12,27.793132781982422,27.893631273629303,27.163348708978422,27.315211619681417,193450800
2015-03-13,27.60106658935547,28.005290840517024,27.375506863940092,27.78196316508045,207309200
2015-03-16,27.90479278564453,27.90479278564453,27.440272508651557,27.665832237473083,143497200
2015-03-17,28.371553421020508,28.434084909271395,28.061128030164138,28.11695995951032,204092400
2015-03-18,28.690906524658203,28.84500316480817,28.221918750466266,28.362614571567367,261083600
2015-03-19,28.47428321838379,28.86510671353808,28.45195078800316,28.75344285777971,183238000
2015-03-20,28.116952896118164,28.6752703454672,27.95169090384917,28.641772559358838,274780400
2015-03-23,28.409523010253906,28.55245263463581,28.255426316775864,28.389424330507477,150838800
2015-03-24,28.293376922607422,28.594867167108625,28.26434324133573,28.413974042720625,131369200
2015-03-25,27.554166793823242,28.3224145094313,27.554166793823242,28.25988303562225,206620800
2015-03-26,27.746231079101562,27.889160661047796,27.379973812382463,27.415707059796528,190291600
2015-03-27,27.525135040283203,27.848959476862227,27.449204451125873,27.819927493452933,158184800
2015-03-30,28.2219181060791,28.228617663523096,27.692630917889737,27.703797982866327,188398800
2015-03-31,27.788660049438477,28.248714471346677,27.77302718181601,28.159383068994803,168362400
2015-04-01,27.748464584350586,27.942760281749532,27.491637408392435,27.8757612953761,162485600
2015-04-02,27.987422943115234,28.04102110569997,27.735063294751196,27.9226577157252,128880400
2015-04-06,28.440778732299805,28.476511977725288,27.766329911515612,27.79759564933545,148776000
2015-04-07,28.141517639160156,28.61273741287234,28.134818082280347,28.505541095085928,140049200
2015-04-08,28.049949645996094,28.228612429364464,27.909253854195338,28.105781552816886,149316800
2015-04-09,28.264347076416016,28.26881458361224,27.84002590093208,28.105784648045375,129936000
2015-04-10,28.384944915771484,28.409511094394738,27.974022843991282,28.128117768981454,160752000
2015-04-13,28.32911491394043,28.713240487086196,28.275516749623428,28.668572226421336,145460400
2015-04-14,28.20628547668457,28.427379393486362,28.119187821464017,28.36261416455353,102098400
2015-04-15,28.313480377197266,28.39164471719168,28.141518829209552,28.23085023371238,115881600
2015-04-16,28.177255630493164,28.38495046060868,28.163856513664786,28.201821813915277,113476000
2015-04-17,27.86012840270996,28.17055374519729,27.795363170297176,28.038791230321443,207828000
2015-04-20,28.496614456176758,28.612744111609118,27.95392807174839,28.043259493387595,188217200
2015-04-21,28.342510223388672,28.630601365499622,28.288910365636063,28.60827064721792,129740400
2015-04-22,28.724407196044922,28.780239120097384,28.210754517075305,28.360383664610687,150618000
2015-04-23,28.95890235900879,29.12639813348207,28.617211251700112,28.652944501438206,183083600
2015-04-24,29.095138549804688,29.17330462418665,28.86064373436978,29.14203887597606,178103600
2015-04-27,29.624414443969727,29.731614180501488,29.289422934655136,29.548483853042118,387816800
2015-04-28,29.15766143798828,30.046504652742044,28.93656921509768,30.028641437076313,475696000
2015-04-29,28.72887420654297,29.3876902174093,28.652943608997187,29.068333253061375,253544400
2015-04-30,27.949453353881836,28.728866308810193,27.822156672395803,28.728866308810193,332781600
2015-05-01,28.798099517822266,29.061627914377524,27.982954965995784,28.16161606201944,234050400
2015-05-04,28.742273330688477,29.15989843272447,28.644008600797655,28.920936166152686,203953200
2015-05-05,28.094623565673828,28.686440570180817,28.090156057797344,28.619441582873787,197085600
2015-05-06,27.91819190979004,28.306781570243007,27.549700921359097,28.26434876861224,288564000
2015-05-07,28.090879440307617,28.274773039026737,27.812795101973443,27.980990529252118,175763600
2015-05-08,28.62013053894043,28.62013053894043,28.281496646737725,28.409325085242145,222201600
2015-05-11,28.328590393066406,28.606672974255993,28.173850078151617,28.568549094369533,168143200
2015-05-12,28.227672576904297,28.454174472680343,27.992198343941556,28.167121277698104,192640000
2015-05-13,28.25906753540039,28.523695007429993,28.227671200665686,28.290463870135095,138776800
2015-05-14,28.918392181396484,28.918392181396484,28.516967372745793,28.573032500442157,180814000
2015-05-15,28.878034591674805,29.039502476024015,28.75244921983536,28.945313447144432,152832000
2015-05-18,29.196470260620117,29.315328032397723,28.786073202203017,28.790559369612485,203531600
2015-05-19,29.16956901550293,29.351219498760727,29.073135207412207,29.308609450205115,178532800
2015-05-20,29.167327880859375,29.373647185389032,29.005860003932757,29.15387279477292,145819600
2015-05-21,29.465595245361328,29.519419012399055,29.115749314477668,29.169573081515395,158921600
2015-05-22,29.72348403930664,29.81991783006731,29.467827215861035,29.512682051718205,182384000
2015-05-26,29.068647384643555,29.806466408616938,28.956517125116992,29.736946195221503,282790400
2015-05-27,29.611366271972656,29.6607038746519,29.16508989584446,29.230123960133476,183332800
2015-05-28,29.553058624267578,29.59118251180284,29.400563074126527,29.57099988109797,122933200
2015-05-29,29.216670989990234,29.479055484012797,29.13145086610513,29.429717877757763,203538000
2015-06-01,29.27497100830078,29.4655938466424,29.1650855276555,29.216664496569496,128451200
2015-06-02,29.144901275634766,29.301882969200555,29.001374666954007,29.122473852863536,134670400
2015-06-03,29.180770874023438,29.364666099515095,29.131433297522904,29.301873442504082,123934000
2015-06-04,29.010345458984375,29.28394360915436,28.90942889387615,29.059683054716306,153800400
2015-06-05,28.851116180419922,29.08434905085685,28.78608213155326,29.04173900210717,142507200
2015-06-08,28.660491943359375,28.976700062553448,28.442958989469293,28.907176434675755,210699200
2015-06-09,28.575275421142578,28.723288187543126,28.171607506451284,28.41380757087726,224301600
2015-06-10,28.9027042388916,29.0058621879515,28.671714407523737,28.687412579464038,156349200
2015-06-11,28.837661743164062,29.194235177107373,28.812992947120826,28.969974639239496,141563600
